,answers,id,questions,target_answers,score,correct
1523,What gives you to move forward ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,1.5,0.0
1524,That you must regulate what you consume and you will be fine ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,3.0,1.0
1525,To eat healthy ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,4.0,1.0
1526,Take care of the body rightly. ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,2.5,0.0
1527,Eat well ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,3.0,1.0
1528,We must eat healthy ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,4.0,1.0
1529,"Our health, it depends on what we eat ",9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,3.5,1.0
1530,That you have to settle and feel full with how little you have ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,1.0,0.0
1531,It infers that food is a good medicine for people. ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,3.0,0.0
1532,The author refers to that we are what we eat and if you eat healthy that will be your medicine. ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,3.5,1.0
1533,Express that we must eat healthy ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,4.0,1.0
1534,Recommends healthy eating ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,4.0,1.0
1535,Expresses the importance of food ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,2.5,0.0
1536,Try to explain how food gives us life. ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,3.0,0.0
1537,"The food should be something that sane us and fills us, not something we should have conflicts. ",9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,3.0,0.0
1538,That food heal anything ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,2.0,0.0
1539,Do not depend on drugs ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,1.5,0.0
1540,The food is a medicine. ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,3.0,0.0
1541,Give the entrance to a new lifestyle. ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,2.5,0.0
1542,Seek to be responsible with what we eat in order to take care of our mind and body ,9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,3.5,1.0
1543,"What makes us well, you have to habit what ",9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,2.0,0.0
1544,"You do not need pills or remedies to have a good medicine, just eat what your body really needs ",9,"That food is your food, and the food your medicine. Of the text it is inferred that ",Persuade humanity to cultivate good feeding habits to live prolonged. ,2.0,0.0
